text_final,airline_sentiment,airline,tweet_created,negativereason
wifi dcastl route ? hour flight could use love !,negative,American,2015-02-24 05:32:54 -0800,Bad Flight
! ? even bother catering dog food no one eat ?,negative,American,2015-02-24 05:32:40 -0800,Bad Flight
thanks making worst fly experience ever never book airline train flight attendant better,negative,American,2015-02-24 05:26:32 -0800,Flight Attendant Complaints
lost basket ballbag plane,negative,American,2015-02-24 05:25:10 -0800,Lost Luggage
thanks great customer service family made back sat safely weather dfw made thing little worrisome,positive,American,2015-02-24 05:22:17 -0800,
seems little preoccupied bringing attention flagging issue observer,negative,American,2015-02-24 05:22:01 -0800,Can't Tell
gate time though made cry made scene min instead boarding plane still outside,negative,American,2015-02-24 05:15:26 -0800,Flight Attendant Complaints
disappointing lack kindness toward person agent asked counterpart person talking,negative,American,2015-02-24 05:10:57 -0800,Can't Tell
yes starting w flight getting home hour late flightr record locator bsuxlu,negative,American,2015-02-24 05:09:52 -0800,Late Flight
aa staff refusing allow woman board departure sign still boarding,negative,American,2015-02-24 05:09:32 -0800,Flight Attendant Complaints
fantastic thanks ! try tweet photo view,positive,American,2015-02-24 05:00:13 -0800,
excellent ! love guy ! first class hug yall ! see shortly !,positive,American,2015-02-24 04:57:39 -0800,
thanks emailed long expect response ?,positive,American,2015-02-24 04:54:32 -0800,
said work time dfw security entrance c beforeafter precheck whereas paid service,neutral,American,2015-02-24 04:53:54 -0800,
sgf gt dfw might want clear ice plane landing,neutral,American,2015-02-24 04:53:43 -0800,
great job tyr ground crewnow let u get bird outta ! ! ! tell flight wait mebe mike !,positive,American,2015-02-24 04:51:46 -0800,
stated not getting help tk hr yest spoke live person told chk site,negative,American,2015-02-24 04:49:48 -0800,Customer Service Issue
one question wife not get bonus call today ?,neutral,American,2015-02-24 04:45:58 -0800,
not sufficiently sorry actually anything guess system presumably beyond reproach reform,negative,American,2015-02-24 04:44:59 -0800,Customer Service Issue
good morning ! wondering pretsa check not boarding pas morning ? ?,neutral,American,2015-02-24 04:44:33 -0800,
yes bit not follow cannot dm,neutral,American,2015-02-24 04:42:54 -0800,
flight attendant extension brand bitchy flight attendant flight not appreciated,negative,American,2015-02-24 04:42:46 -0800,Flight Attendant Complaints
no special meal catered f jfklax thankfully qantas rest wayi fear would not cater,negative,American,2015-02-24 04:42:43 -0800,Flight Attendant Complaints
not get compensation cancelled flighting departure twice made missed wedding,negative,American,2015-02-24 04:42:28 -0800,Cancelled Flight
character not enough describe inconsiderate employee,negative,American,2015-02-24 04:41:03 -0800,Can't Tell
hoping possible frozen view along way !,neutral,American,2015-02-24 04:39:29 -0800,
seen blue ? go look,positive,American,2015-02-24 04:39:02 -0800,
cabin thank message reminds people choice fly choosing another airline next time,negative,American,2015-02-24 04:38:48 -0800,Late Flight
really ? ? not even looking see happenedwhat could better next time,negative,American,2015-02-24 04:34:02 -0800,Customer Service Issue
delayed aa missed due delay aa new flight delayed aa,negative,American,2015-02-24 04:31:13 -0800,Late Flight
told u drive back drop could attempt fix really ? not time terrible,negative,American,2015-02-24 04:28:16 -0800,Customer Service Issue
hi next set flight next year dublin ? ? ?,neutral,American,2015-02-24 04:25:24 -0800,
flight changed u airway cannot get two seat together help ?,neutral,American,2015-02-24 04:25:19 -0800,
flight wrong day confirm usxlon departure people,negative,American,2015-02-24 04:22:59 -0800,Flight Booking Problems
trouble flight booking problem seat u march operated aa neither airline website allow seat selection ?,negative,American,2015-02-24 04:21:48 -0800,Flight Booking Problems
thank robotic non helpful assistance,negative,American,2015-02-24 04:18:16 -0800,Customer Service Issue
fly weekly not seen one,negative,American,2015-02-24 04:17:26 -0800,Can't Tell
would love say not much h flight no internet no personal ac yr old plane nofunatall,negative,American,2015-02-24 04:16:55 -0800,Bad Flight
uwont allow memake change online force mesit thru excess phone wait timesampstill insist charging crazy fee service ?,negative,American,2015-02-24 04:16:13 -0800,Customer Service Issue
oh aa speed dial,neutral,American,2015-02-24 04:16:02 -0800,
thanks book flight uk using reading exchange no way sent,neutral,American,2015-02-24 04:14:37 -0800,
amazing watch travel celebs world show youth america not fly,neutral,American,2015-02-24 04:13:07 -0800,
travel week delay cancelled flightlations want learn merger press delay connector chicago deice,neutral,American,2015-02-24 04:10:51 -0800,
requiring customer fill contact information time seems designed prevent limit interaction,negative,American,2015-02-24 04:09:47 -0800,Customer Service Issue
horrible service luggage got destroyed flight woman baggage service rude not help,negative,American,2015-02-24 04:08:42 -0800,Damaged Luggage
thats rather clunky process whoever designed clearly doesnt understand email,negative,American,2015-02-24 04:07:32 -0800,Customer Service Issue
thanks ! flight today great crew !,positive,American,2015-02-24 04:05:52 -0800,
thank contacting email address written unmonitored account,neutral,American,2015-02-24 04:05:20 -0800,
customer relation dept oneway email not allowing response helpful ?,negative,American,2015-02-24 04:04:31 -0800,Customer Service Issue
sorry answer claim aa ref accordingly without using weather,negative,American,2015-02-24 04:03:04 -0800,Can't Tell
motor usually start engine broke ground crew failed time per pilot maintenance,neutral,American,2015-02-24 04:01:51 -0800,
rising like sun dca morning member best view avgeek,positive,American,2015-02-24 04:01:24 -0800,
guy served drink til needed awheelchair get plane important assaulted woman,negative,American,2015-02-24 04:01:01 -0800,Flight Attendant Complaints
lot talk no miasfo year old plane nonewplanes old shame,negative,American,2015-02-24 03:59:31 -0800,Can't Tell
get together perfect combination delay cancelled flightlations,neutral,American,2015-02-24 03:54:08 -0800,
sorry sad answer fully refundable first fare no response week ! no aa future !,negative,American,2015-02-24 03:52:26 -0800,Customer Service Issue
thank info ! change need made phone correct ? way aa agent call directly ?,neutral,American,2015-02-24 03:49:36 -0800,
bot ? haha always lie !,negative,American,2015-02-24 03:48:04 -0800,Customer Service Issue
especially death family still no solution hour countingthanks,negative,American,2015-02-24 03:46:54 -0800,Customer Service Issue
fortunately window seat noshow able scoot create space,negative,American,2015-02-24 03:46:50 -0800,Bad Flight
great aa sitting hour first technical problem ?,negative,American,2015-02-24 03:45:12 -0800,Late Flight
absolute worst experience ever !,negative,American,2015-02-24 03:43:26 -0800,Customer Service Issue
call back since department closed biggest bunch bull !,negative,American,2015-02-24 03:42:53 -0800,Customer Service Issue
need know not done like promised would yesterday,negative,American,2015-02-24 03:41:09 -0800,Can't Tell
late flight boarded exit row taken could not gotten worse guy next bought seat miserablemorning,negative,American,2015-02-24 03:40:37 -0800,Bad Flight
yesterday phone,neutral,American,2015-02-24 03:40:33 -0800,
restaff commence new policy industry embarrassed,negative,American,2015-02-24 03:35:59 -0800,Customer Service Issue
statement not sent yesterday like jeanine said even called last night well excellent service,positive,American,2015-02-24 03:32:41 -0800,
need talk ensure statement sent bank get credit charge ?,negative,American,2015-02-24 03:31:29 -0800,Can't Tell
month straight travel ahead time find new airline,negative,American,2015-02-24 03:30:53 -0800,Can't Tell
ticket confirmation email anything else ?,neutral,American,2015-02-24 03:26:47 -0800,
flying dca bag iad already late flight meeting work call number land,negative,American,2015-02-24 03:26:28 -0800,Lost Luggage
try dpdfpp,neutral,American,2015-02-24 03:23:44 -0800,
face palm ! ! ! cannot believe last hr hr sleep no no cannot,negative,American,2015-02-24 03:22:50 -0800,Lost Luggage
wow regina told cannot file request lost bag statement finish travel get dc argg,negative,American,2015-02-24 03:21:25 -0800,Lost Luggage
shared experience several time aa ref aa response senseless weather not ! ! !,negative,American,2015-02-24 03:20:15 -0800,Customer Service Issue
record number bpdfpp,neutral,American,2015-02-24 03:18:57 -0800,
apologizing rude sale rep failure offer anything trite condescending platitude,negative,American,2015-02-24 03:17:27 -0800,Customer Service Issue
embassy suite woodland park drive herndon virginia u,neutral,American,2015-02-24 03:14:42 -0800,
non existent take far neededwhy hide behind corporate logo ? provide number tcf useless amateur,negative,American,2015-02-24 03:13:55 -0800,Customer Service Issue
laxogglax using hard earned mile given lousy service faulty seat leg damaged bag customer care,negative,American,2015-02-24 03:12:55 -0800,Customer Service Issue
no found midnight last night ! would think agent lax could relayed infobag flt,negative,American,2015-02-24 03:12:30 -0800,Lost Luggage
cancelled flight flight yesterday rebook middle seat not acceptable upgrade emergency row would help nothappy,negative,American,2015-02-24 03:12:03 -0800,Cancelled Flight
right provide faulty seat flight plus damage bag not replace shrug damage ? flight,negative,American,2015-02-24 03:11:38 -0800,Bad Flight
not good enough need provide phone number partner investigated,negative,American,2015-02-24 03:10:33 -0800,Customer Service Issue
lol great answer agent checking passenger quickly possible appreciate patience,neutral,American,2015-02-24 03:08:28 -0800,
super spring tide tide century drawing tourist french youk coast,neutral,American,2015-02-24 03:05:44 -0800,
p right,neutral,American,2015-02-24 03:05:42 -0800,
yes dulles need delivered embassy suite herndon va still chicago fiasco lax,negative,American,2015-02-24 03:05:31 -0800,Lost Luggage
point ? wait another week r one airline refuse handle complaint phone,negative,American,2015-02-24 03:04:03 -0800,Customer Service Issue
machine broken line door self service cust support bag check,negative,American,2015-02-24 03:02:47 -0800,longlines
would seen pm est sound asleep,negative,American,2015-02-24 03:00:18 -0800,Customer Service Issue
merged airline not work ff program frustrating gate agent busy pouting care attitudeissues,negative,American,2015-02-24 02:59:11 -0800,Flight Attendant Complaints
not ability anywhere ! not ticket counter cust service online done,neutral,American,2015-02-24 02:58:43 -0800,
strand someone city without luggage would think aa would want earn business guess not ?,negative,American,2015-02-24 02:58:12 -0800,Lost Luggage
need get shit together counter people amp massive line people need catch flight !,negative,American,2015-02-24 02:57:50 -0800,longlines
know policy asking little kindness due extenuating circumstance,negative,American,2015-02-24 02:56:37 -0800,Customer Service Issue
pilot another flight attendant left walking away laughing wow,negative,American,2015-02-24 02:55:31 -0800,Flight Attendant Complaints
oh no left counter went downstairs told elise agent joined not come counter,negative,American,2015-02-24 02:54:39 -0800,Flight Attendant Complaints
course company job ! guy failed first place upgrade talk,neutral,American,2015-02-24 02:53:58 -0800,
maybe ? long trip late flight night amp queue baggage claim two terminal no good thought paid instead,negative,American,2015-02-24 02:51:57 -0800,Lost Luggage
really need customer service training unhappy ee morning chicago gate k chking schd,negative,American,2015-02-24 02:49:35 -0800,Customer Service Issue
sat runway hr takeoff hr late flight pilot plainly stated compmech issue,negative,American,2015-02-24 02:45:03 -0800,Late Flight
flight n prepares flight departing,neutral,American,2015-02-24 02:44:04 -0800,
alright prove day ago sat plane jfk hr deplaned reboarded,negative,American,2015-02-24 02:42:49 -0800,Late Flight
trying choose seat every time go next flight get system error,negative,American,2015-02-24 02:34:20 -0800,Customer Service Issue
thanks airline said located aa detroit also informed flew aa not matter,positive,American,2015-02-24 02:25:53 -0800,
talk hour phone got number asked give aa,neutral,American,2015-02-24 02:19:19 -0800,
policy maker need change mindset aviation flying not,negative,American,2015-02-24 02:13:41 -0800,Can't Tell
already reply sorry believe fair journalist writing article trip include,neutral,American,2015-02-24 02:08:46 -0800,
leave u stranded send baggage important medication different city daysampapologise voucher appalling,negative,American,2015-02-24 02:03:59 -0800,Lost Luggage
trying change thursday flight ridiculous wait time phone website not helping,negative,American,2015-02-24 01:55:48 -0800,Customer Service Issue
saw old colour saturday ! surprised see !,neutral,American,2015-02-24 01:51:45 -0800,
! skipper walkaround,negative,American,2015-02-24 01:51:08 -0800,Can't Tell
plane veers runway icy dallas airport,neutral,American,2015-02-24 01:39:18 -0800,
thank acknowledgement ife not work well anyway maybe time upgrade lower profile system,negative,American,2015-02-24 01:29:48 -0800,Bad Flight
thanks canned reply,negative,American,2015-02-24 01:27:22 -0800,Customer Service Issue
went check flight hr advance husband seated separately hr flight ! happen ? ?,negative,American,2015-02-24 01:25:37 -0800,Bad Flight
no expect higher level customer service amp flight crew give u accurate information,negative,American,2015-02-24 01:18:24 -0800,Customer Service Issue
least explanation no one told flight cancelled flightled !,negative,American,2015-02-24 01:01:25 -0800,Cancelled Flight
tried landed noone emailed customer service twice not seem care,negative,American,2015-02-24 01:01:08 -0800,Lost Luggage
no since rebooked another airline would like compensation timemoney lost !,negative,American,2015-02-24 01:00:56 -0800,Customer Service Issue
nothing done enough,negative,American,2015-02-24 00:59:55 -0800,Can't Tell
rebooked flight late flight connection !,negative,American,2015-02-24 00:57:45 -0800,Cancelled Flight
suprise ! new vanity kit set frequent traveller thank aa !,positive,American,2015-02-24 00:56:00 -0800,
gah frustrating ! nobody address usa bag ! ? ! ? disorganised ! ! !,negative,American,2015-02-24 00:48:26 -0800,Lost Luggage
lovely flight back mia lhr great crew thanks,positive,American,2015-02-24 00:46:18 -0800,
emailed several timeshand wrote letterwent airportcalledplease fix ! please help !,negative,American,2015-02-24 00:44:46 -0800,Can't Tell
offered cot sleep ? cancelled flightled flight fucking cot hotel like supposed provide,negative,American,2015-02-24 00:40:39 -0800,Cancelled Flight
another generic response guy ? cmon terrible actual helpful person ? not rude employee lax,negative,American,2015-02-24 00:33:11 -0800,Customer Service Issue
tried extremely rude even supervisor asked speak supervisor told no,negative,American,2015-02-24 00:28:59 -0800,Flight Attendant Complaints
yes still human hope dealing horror story people share complained dot everyone,negative,American,2015-02-24 00:25:13 -0800,Can't Tell
try contacting everyone flight refund offer might believe sincere,negative,American,2015-02-24 00:24:03 -0800,Customer Service Issue
filed multiple complaint prefer continue warning public instead wasting time inhumane corp,negative,American,2015-02-24 00:22:38 -0800,Customer Service Issue
worst experience life avoid cost lose belonging no humanity even offer compensation,negative,American,2015-02-24 00:20:20 -0800,Lost Luggage
terror story luggage delayed way international flight day total angrycustomer,negative,American,2015-02-24 00:17:27 -0800,Lost Luggage
worst service ever ! ! delayed flight hour plus missed bag ! employee rude,negative,American,2015-02-24 00:16:40 -0800,Late Flight
thanks generic computer generated response accommodate traveler instead saying sorry,negative,American,2015-02-24 00:15:38 -0800,Customer Service Issue
giving cot people not get hotel roomsthat terrible,negative,American,2015-02-24 00:10:22 -0800,Can't Tell
twicegot letter back saying company not issue refund phone bill help ! phone shut,negative,American,2015-02-24 00:06:46 -0800,Can't Tell
oh yeah guess two different thing weird thing brain thanks ! xox,neutral,American,2015-02-24 00:05:33 -0800,
yes no one answering train,neutral,American,2015-02-23 23:59:08 -0800,
ty ! site say please note not offer print subscription service way,negative,American,2015-02-23 23:58:57 -0800,Can't Tell
not weather said people received hotel room people end line not get,negative,American,2015-02-23 23:55:21 -0800,longlines
hopingpraying safe flight stop deice plane yet,neutral,American,2015-02-23 23:51:24 -0800,
losing bag daysampcharging toarrange pick upin argentinaclaiming tollfree not reimburse help !,negative,American,2015-02-23 23:50:33 -0800,Lost Luggage
pity machine replied perhaps story not unusual expected better response given article inflight magazine,negative,American,2015-02-23 23:48:32 -0800,Customer Service Issue
rebooked flight question people get hotel others not like ?,negative,American,2015-02-23 23:44:12 -0800,Customer Service Issue
responded info different customer service line,negative,American,2015-02-23 23:41:38 -0800,Customer Service Issue
not help u phone gate checkin book travel client cannot believe lack service,negative,American,2015-02-23 23:31:38 -0800,Customer Service Issue
no no no dm pay money want reach help ? way around,negative,American,2015-02-23 23:30:08 -0800,Can't Tell
flight get no rest wait another hour receive automated phone call neveragain,negative,American,2015-02-23 23:29:42 -0800,Customer Service Issue
not know meaning customer service nightmare paid direct flight bumped dallas flight cancelled flighted terrible,negative,American,2015-02-23 23:29:22 -0800,Customer Service Issue
absolutely horrible customer service person supposed call cannot immediately call back disconnected ? ? ?,negative,American,2015-02-23 23:28:59 -0800,Customer Service Issue
also passed website around passenger,neutral,American,2015-02-23 23:28:42 -0800,
flight cancelled flightled called said would call back hung saying wait hr ! !,negative,American,2015-02-23 23:28:06 -0800,Cancelled Flight
okay someone look fear lost forever small item,negative,American,2015-02-23 23:27:38 -0800,Lost Luggage
kind airline guy run ? people got line first received hotel voucher ? terrible customer service !,negative,American,2015-02-23 23:24:55 -0800,Customer Service Issue
wheel broken got swear,negative,American,2015-02-23 23:22:57 -0800,Can't Tell
cancelled flightled flight fresno rebooked lax flight cancelled flightled midnight no hotel available ? ? ?,negative,American,2015-02-23 23:22:53 -0800,Cancelled Flight
give reward whoever find return thurs fly back thru earring ! !,negative,American,2015-02-23 23:21:19 -0800,Lost Luggage
checked de moines lay ord final destination austin texas baggage checked ord,negative,American,2015-02-23 23:14:02 -0800,Lost Luggage
btwn gate amp lost diamond earring dayjustgotworse ! pls maintenance look ! !,neutral,American,2015-02-23 23:10:57 -0800,
deplane change plane,neutral,American,2015-02-23 23:02:43 -0800,
guy cancelled flightled flight today booked tomorrow unfortunately rebooked thanks,negative,American,2015-02-23 23:02:17 -0800,Cancelled Flight
running one flight min next flight sat plane hour,negative,American,2015-02-23 23:01:39 -0800,Late Flight
flight crew amp ground crew handled situation well texting notification let catch wink delay,positive,American,2015-02-23 23:00:18 -0800,
thanks ! hope iah dfw okc turned long trip today work tomorrow,positive,American,2015-02-23 22:58:29 -0800,
understand hoping rectify advance would call auh need one checked bag,negative,American,2015-02-23 22:57:43 -0800,Customer Service Issue
yeah buy plane ticket san diego detroit fly one plane home tomorrow,negative,American,2015-02-23 22:57:31 -0800,Cancelled Flight
nothing mother nature like poor commutation,negative,American,2015-02-23 22:54:12 -0800,Customer Service Issue
worst airline entire world flew nightmare knew would,negative,American,2015-02-23 22:44:45 -0800,Can't Tell
hey ! name issue reservation help ?,negative,American,2015-02-23 22:39:19 -0800,Flight Booking Problems
thank ! lost item located ord returned,positive,American,2015-02-23 22:30:37 -0800,
not provide mean dialogue ? fear drive decision ? worstcustomerserviceever,negative,American,2015-02-23 22:21:29 -0800,Customer Service Issue
four hour late flightrs finally flying outtoo bad missed event,negative,American,2015-02-23 22:21:04 -0800,Late Flight
please allow speak someone dialogue would solve issue better faster emailing,negative,American,2015-02-23 22:19:38 -0800,Customer Service Issue
not bagit complete lack respect called hung daughter bag,negative,American,2015-02-23 22:19:05 -0800,Lost Luggage
sna curfew cause diversion provide transportation lax ? aa pilot not sure time,negative,American,2015-02-23 22:12:18 -0800,longlines
not allow conversation upset customer customer service ? worstcustomerserviceever,negative,American,2015-02-23 22:10:55 -0800,Customer Service Issue
not cool flight cancelled flightled sitting plane hour notahappycustomer leavingtomm,negative,American,2015-02-23 22:08:10 -0800,Cancelled Flight
no something everything happened yesterday,negative,American,2015-02-23 22:07:23 -0800,Can't Tell
forgot lounge !,neutral,American,2015-02-23 22:05:43 -0800,
thanks ! bleh disconnected ! let u try ! !,negative,American,2015-02-23 22:04:22 -0800,Customer Service Issue
appreciate ! !,positive,American,2015-02-23 22:03:56 -0800,
love admiral club ! thanks hey follow ?,positive,American,2015-02-23 22:03:50 -0800,
reference number request,neutral,American,2015-02-23 22:03:23 -0800,
curious thanks response always good bad better competition,positive,American,2015-02-23 22:02:56 -0800,
customer service deplorable disgusted company ignorant people phone lost baggage,negative,American,2015-02-23 22:02:19 -0800,Customer Service Issue
stuck plane dallas supposed going okc issue w plane idea much longer ?,negative,American,2015-02-23 22:02:13 -0800,Bad Flight
thanks submitted damaged bag complaint onlineis anything else ? goodcustomerservice,negative,American,2015-02-23 22:01:31 -0800,Damaged Luggage
responded cannot respond response nor speak someone worstcustomerserviceever,negative,American,2015-02-23 22:00:32 -0800,Customer Service Issue
thanks always airline choice possible,positive,American,2015-02-23 22:00:04 -0800,
gate agent disappeared customer service agent miserable unhelpful letdown neveragain,negative,American,2015-02-23 22:00:03 -0800,Customer Service Issue
report missing baggage baggage claim leaf midnight ?,negative,American,2015-02-23 21:57:42 -0800,Lost Luggage
connecting customer service rep ? would rather speak person computer thanks !,negative,American,2015-02-23 21:56:54 -0800,Customer Service Issue
tsa tried check thing bought people told late flight want thing back,negative,American,2015-02-23 21:56:39 -0800,Customer Service Issue
arrived pm eastern deplane crjs airstairs icy tarmac valet bag sent carousel pm,negative,American,2015-02-23 21:55:38 -0800,Can't Tell
attended corrected complaint via twitter whoa brave new world live thank air,positive,American,2015-02-23 21:55:02 -0800,
could not get anyone phone day flight rebooked missing conferencewe not flt tomorrow,negative,American,2015-02-23 21:54:48 -0800,Customer Service Issue
b noise late flight norahm,negative,American,2015-02-23 21:50:46 -0800,Can't Tell
sad cannot afford long distance trip though,negative,American,2015-02-23 21:47:15 -0800,Can't Tell
way guy consider making lounge austin intl airport ! populate flightd area ! help company sure,positive,American,2015-02-23 21:46:57 -0800,
ep travel k mile yr would expect horrible travel experience,negative,American,2015-02-23 21:46:46 -0800,Flight Booking Problems
expecting delay dfw tomorrow morning ?,neutral,American,2015-02-23 21:46:40 -0800,
worst customer service experience ever bad lawyer enjoy wrath,negative,American,2015-02-23 21:45:58 -0800,Customer Service Issue
beyond complicated feel like used fly platinum mean nothing,negative,American,2015-02-23 21:45:36 -0800,Can't Tell
look forward hearing back hope next trip not like,negative,American,2015-02-23 21:44:17 -0800,Can't Tell
oh trust love beautiful !,neutral,American,2015-02-23 21:39:40 -0800,
followed ! sure hope help !,neutral,American,2015-02-23 21:38:40 -0800,
really would love experience first class planelooks stunning !,positive,American,2015-02-23 21:37:25 -0800,
love service cheap upgrade provides ! one best airline ever ! good food good seat amazing thanks !,positive,American,2015-02-23 21:37:04 -0800,
broke sick wife luggage handle going jfk laxshe drag bag thru airport ! customerservice,negative,American,2015-02-23 21:35:54 -0800,Damaged Luggage
! ! every chance get ! thanks keeping exec platinum,positive,American,2015-02-23 21:33:24 -0800,
no not yet waiting connected agent,negative,American,2015-02-23 21:31:33 -0800,Customer Service Issue
expect response customer relation,negative,American,2015-02-23 21:31:01 -0800,Customer Service Issue
glad wanted help not agent call rant shitty service every day,negative,American,2015-02-23 21:27:40 -0800,Customer Service Issue
hour cancelled flight change itinerary booked online hour impossible scenario,negative,American,2015-02-23 21:27:05 -0800,Flight Booking Problems
no flight via arrive dfw car parked iah,negative,American,2015-02-23 21:25:51 -0800,Cancelled Flight
online site not flight listed chronological order resulting mispurchase anything done ?,negative,American,2015-02-23 21:25:49 -0800,Flight Booking Problems
found footage ! ! happy,positive,American,2015-02-23 21:25:43 -0800,
well cleared custom auh need get iah arrive dfw possible retrieve luggage iad ?,neutral,American,2015-02-23 21:18:50 -0800,
share many many others filmcrew medium,neutral,American,2015-02-23 21:18:02 -0800,
tell get abi earlier pm tomorrow,neutral,American,2015-02-23 21:18:02 -0800,
everyone else outstanding,negative,American,2015-02-23 21:11:28 -0800,Can't Tell
last dfw ord not weather relate flightd austin leg delayed well,negative,American,2015-02-23 21:10:57 -0800,Late Flight
bag flew aa flew still not sure whose final carrier referred,negative,American,2015-02-23 21:10:19 -0800,Lost Luggage
follow back dm guy,neutral,American,2015-02-23 21:09:37 -0800,
cancelled flightled flight last name right thing reinstate ticket,negative,American,2015-02-23 21:08:53 -0800,Cancelled Flight
flight veers icy runway dfw flight cancelled flighted mon figure right ?,negative,American,2015-02-23 21:07:08 -0800,Cancelled Flight
know love airline friend problem retaining info need,negative,American,2015-02-23 21:06:19 -0800,Customer Service Issue
late flightr complete itinerary change lost work time yeah got rebooked,negative,American,2015-02-23 21:06:00 -0800,Cancelled Flight
not surprised fastest responding u brand twitter q q also th fastest world q,positive,American,2015-02-23 21:05:12 -0800,
got kidding look picture hoping flight came whole story much,negative,American,2015-02-23 21:04:41 -0800,Lost Luggage
clueless kind rez agnt contacted usair around midnite told not would missed funeral,negative,American,2015-02-23 21:03:08 -0800,Customer Service Issue
nice try heard crew whisper still hotel probably not think work tomorrow,negative,American,2015-02-23 21:03:05 -0800,Flight Attendant Complaints
hand sanitizer bathroom flight ?,neutral,American,2015-02-23 21:02:52 -0800,
airport right people not know react help situation frustrated,negative,American,2015-02-23 21:01:12 -0800,Flight Attendant Complaints
break whatever want take no responsibilitytoo bad customer ? medium filmcrew nytimes,negative,American,2015-02-23 21:00:35 -0800,Customer Service Issue
flight veers icy runway dfw flight cancelled flighted monday flightaware say,negative,American,2015-02-23 20:59:39 -0800,Cancelled Flight
mom tried also not reason would not change literally said would rather empty seat,negative,American,2015-02-23 20:57:49 -0800,Can't Tell
no apology necessary wind xoxo,positive,American,2015-02-23 20:57:16 -0800,
fucking suck,negative,American,2015-02-23 20:55:56 -0800,Can't Tell
way,neutral,American,2015-02-23 20:48:30 -0800,
traveling auh iad via etihad iad dfw via aa able retrieve checked bag iad ?,neutral,American,2015-02-23 20:46:24 -0800,
serious thread maybe guy reread fail,negative,American,2015-02-23 20:44:26 -0800,Can't Tell
th plane day first taken svc scheduled dep pm still ground ord pm,negative,American,2015-02-23 20:44:02 -0800,Customer Service Issue
joanne san diego staff phenomenal ! give girl raise handled flightnightmare better anyone,positive,American,2015-02-23 20:43:58 -0800,
beyond redemption jfk baggage claim look like luggage warehouse,negative,American,2015-02-23 20:43:18 -0800,Lost Luggage
thanks aa dart getting home time work morning dendfw not waste vaca day,positive,American,2015-02-23 20:39:43 -0800,
even followed still cannot get answer phone worst customer service ever customerservice fail,negative,American,2015-02-23 20:39:28 -0800,Customer Service Issue
yeah gunna ? nothing whole organization joke,negative,American,2015-02-23 20:38:53 -0800,Can't Tell
sister received call trip wednesday flts cancelled flightled resched next day ?,negative,American,2015-02-23 20:36:19 -0800,Cancelled Flight
great tell fix ? medium filmcrew photography cameragear,negative,American,2015-02-23 20:34:29 -0800,Damaged Luggage
hr min delayedstill waitingyou need something improve,negative,American,2015-02-23 20:33:26 -0800,Late Flight
say web site fly directly ord dub try book say not stopped ?,negative,American,2015-02-23 20:32:01 -0800,Flight Booking Problems
glad hear no serious injury minor crash evening,positive,American,2015-02-23 20:31:34 -0800,
booked u airway site not see cancelled flight link,negative,American,2015-02-23 20:29:26 -0800,Flight Booking Problems
sit airport long periolodicly time plane nasty,negative,American,2015-02-23 20:29:20 -0800,longlines
snowice forecast dfw tu pmwe change policy reservation hold wed morning ? leeway ? ?,neutral,American,2015-02-23 20:27:05 -0800,
no space seat thanks pilot back mn early ohare ! ! not think possible ! ! snaord,positive,American,2015-02-23 20:25:25 -0800,
late flight geez flt late flight delay typical,negative,American,2015-02-23 20:20:41 -0800,Late Flight
guy wifi international flight ?,neutral,American,2015-02-23 20:20:17 -0800,
add insult injury go pick real class act ! stick,negative,American,2015-02-23 20:17:50 -0800,Can't Tell
absolutely disappointed lack service lost bag cannot even deliver told would happen,negative,American,2015-02-23 20:17:20 -0800,Lost Luggage
preferred seat ?,neutral,American,2015-02-23 20:15:51 -0800,
aa load people board th plane long day first unserviceable,negative,American,2015-02-23 20:11:03 -0800,Late Flight
late flightst usair earlier,neutral,American,2015-02-23 20:07:48 -0800,
delay tonight flight dfw sat ? family member board,neutral,American,2015-02-23 20:06:07 -0800,
going flight ? delay lot,negative,American,2015-02-23 20:05:38 -0800,Late Flight
use swu finnair codeshare operated flight jfkman ? thanks advance help !,neutral,American,2015-02-23 20:05:01 -0800,
tried multiple people already sat phone hour half got nowhere,negative,American,2015-02-23 19:59:29 -0800,Customer Service Issue
one ? booked different one past day,negative,American,2015-02-23 19:59:29 -0800,Flight Booking Problems
nope could not make change online min hold time dealing w rude rep hour window closed,negative,American,2015-02-23 19:59:01 -0800,Customer Service Issue
not care customer break gear tell cannot anything medium filmcrew,negative,American,2015-02-23 19:57:44 -0800,Customer Service Issue
yestwicefor two different flight occasion,neutral,American,2015-02-23 19:56:08 -0800,
cover photo twa ? wondering,neutral,American,2015-02-23 19:54:58 -0800,
unable access website try,negative,American,2015-02-23 19:54:38 -0800,Customer Service Issue
yikes,neutral,American,2015-02-23 19:54:27 -0800,
hopefully fixed got new aircraft u waiting board,neutral,American,2015-02-23 19:52:12 -0800,
best plane business not ? aa today,negative,American,2015-02-23 19:51:28 -0800,Bad Flight
need cancelled flight flight booked earlier tonight able twitter ?,neutral,American,2015-02-23 19:51:24 -0800,
loved today fight bad draft airplane please add air air thanksm,negative,American,2015-02-23 19:51:11 -0800,Bad Flight
keep,positive,American,2015-02-23 19:51:11 -0800,
apology not good enough plane mechanical hour delayed unacceptable,negative,American,2015-02-23 19:47:25 -0800,Late Flight
thanks apology commitment fix broken system would better actually fixing would better still,negative,American,2015-02-23 19:42:35 -0800,Customer Service Issue
